"","employee_id","gender","team","financial_q","role_seniority","leadership_for_level","productivity","salary","quarter","year","seniority"
"265",24534,"Woman","Client services","2020 Q3","Junior I","Appropriate for level",54,29600,"3",2020,"Junior"
"266",24534,"Woman","Client services","2020 Q2","Junior I","Appropriate for level",55,29600,"2",2020,"Junior"
"267",24534,"Woman","Client services","2020 Q1","Junior I","Appropriate for level",55,29600,"1",2020,"Junior"
"268",24534,"Woman","Client services","2019 Q4","Junior I","Appropriate for level",53,29600,"4",2019,"Junior"
"269",24534,"Woman","Client services","2019 Q3","Junior I","Appropriate for level",53,29600,"3",2019,"Junior"
"270",24534,"Woman","Client services","2019 Q2","Junior I","Appropriate for level",52,29600,"2",2019,"Junior"
"271",24534,"Woman","Client services","2019 Q1","Junior I","Appropriate for level",52,29600,"1",2019,"Junior"
"272",24534,"Woman","Client services","2018 Q4","Junior I","Appropriate for level",53,29600,"4",2018,"Junior"
"273",24534,"Woman","Client services","2018 Q3","Junior I","Appropriate for level",51,29600,"3",2018,"Junior"
"274",24534,"Woman","Client services","2018 Q2","Junior I","Appropriate for level",53,29600,"2",2018,"Junior"
"275",24534,"Woman","Client services","2018 Q1","Junior I","Appropriate for level",51,29600,"1",2018,"Junior"
"276",24533,"Man","Client services","2020 Q4","Junior I","Appropriate for level",33,39400,"4",2020,"Junior"
"277",24533,"Man","Client services","2020 Q3","Junior I","Appropriate for level",34,39400,"3",2020,"Junior"
"278",24533,"Man","Client services","2020 Q2","Junior I","Appropriate for level",33,39400,"2",2020,"Junior"
"279",24533,"Man","Client services","2020 Q1","Junior I","Appropriate for level",33,39400,"1",2020,"Junior"
"280",24533,"Man","Client services","2019 Q4","Junior I","Appropriate for level",30,39400,"4",2019,"Junior"
"281",24533,"Man","Client services","2019 Q3","Junior I","Appropriate for level",31,39400,"3",2019,"Junior"
"282",24533,"Man","Client services","2019 Q2","Entry-level","Appropriate for level",62,35600,"2",2019,"Junior"
"283",24533,"Man","Client services","2019 Q1","Entry-level","Appropriate for level",41,35600,"1",2019,"Junior"
"284",24533,"Man","Client services","2018 Q4","Entry-level","Appropriate for level",40,35600,"4",2018,"Junior"
"285",24533,"Man","Client services","2018 Q3","Entry-level","Appropriate for level",41,35600,"3",2018,"Junior"
"286",24533,"Man","Client services","2018 Q2","Entry-level","Appropriate for level",40,35600,"2",2018,"Junior"
"287",24533,"Man","Client services","2018 Q1","Entry-level","Appropriate for level",40,35600,"1",2018,"Junior"
"288",24532,"Woman","Client services","2020 Q4","Junior I","Appropriate for level",32,37600,"4",2020,"Junior"
"289",24532,"Woman","Client services","2020 Q3","Junior I","Appropriate for level",34,37600,"3",2020,"Junior"
"290",24532,"Woman","Client services","2020 Q2","Junior I","Appropriate for level",33,37600,"2",2020,"Junior"
"291",24532,"Woman","Client services","2020 Q1","Junior I","Appropriate for level",33,37600,"1",2020,"Junior"
"292",24532,"Woman","Client services","2019 Q4","Junior I","Appropriate for level",33,37600,"4",2019,"Junior"
"293",24532,"Woman","Client services","2019 Q3","Junior I","Needs improvement",33,37600,"3",2019,"Junior"
"294",24532,"Woman","Client services","2019 Q2","Junior I","Appropriate for level",32,37600,"2",2019,"Junior"
"295",24532,"Woman","Client services","2019 Q1","Junior I","Appropriate for level",32,37600,"1",2019,"Junior"
"296",24531,"Woman","Client services","2020 Q4","Junior I","Appropriate for level",68,32200,"4",2020,"Junior"
"297",24531,"Woman","Client services","2020 Q3","Junior I","Appropriate for level",66,32200,"3",2020,"Junior"
"298",24531,"Woman","Client services","2020 Q2","Junior I","Appropriate for level",67,32200,"2",2020,"Junior"
"299",24531,"Woman","Client services","2020 Q1","Junior I","Appropriate for level",66,32200,"1",2020,"Junior"
"300",24531,"Woman","Client services","2019 Q4","Entry-level","Appropriate for level",83,28500,"4",2019,"Junior"
"301",24531,"Woman","Client services","2019 Q3","Entry-level","Appropriate for level",63,28500,"3",2019,"Junior"
"302",24531,"Woman","Client services","2019 Q2","Entry-level","Appropriate for level",63,28500,"2",2019,"Junior"
"303",24531,"Woman","Client services","2019 Q1","Entry-level","Appropriate for level",62,28500,"1",2019,"Junior"
"304",24531,"Woman","Client services","2018 Q4","Entry-level","Appropriate for level",62,28500,"4",2018,"Junior"
"305",24530,"Man","Client services","2020 Q4","Junior I","Appropriate for level",36,33400,"4",2020,"Junior"
"306",24530,"Man","Client services","2020 Q3","Junior I","Appropriate for level",34,33400,"3",2020,"Junior"
"307",24530,"Man","Client services","2020 Q2","Junior I","Appropriate for level",35,33400,"2",2020,"Junior"
"308",24530,"Man","Client services","2020 Q1","Junior I","Appropriate for level",35,33400,"1",2020,"Junior"
"309",24530,"Man","Client services","2019 Q4","Junior I","Appropriate for level",35,33400,"4",2019,"Junior"
"310",24530,"Man","Client services","2019 Q3","Junior I","Appropriate for level",34,33400,"3",2019,"Junior"
"311",24530,"Man","Client services","2019 Q2","Entry-level","Appropriate for level",70,29700,"2",2019,"Junior"
"312",24530,"Man","Client services","2019 Q1","Entry-level","Appropriate for level",49,29700,"1",2019,"Junior"
"313",24530,"Man","Client services","2018 Q4","Entry-level","Appropriate for level",49,29700,"4",2018,"Junior"
"314",24530,"Man","Client services","2018 Q3","Entry-level","Appropriate for level",47,29700,"3",2018,"Junior"
"315",24530,"Man","Client services","2018 Q2","Entry-level","Appropriate for level",48,29700,"2",2018,"Junior"
"316",24529,"Man","Client services","2020 Q4","Junior I","Appropriate for level",61,31300,"4",2020,"Junior"
"317",24529,"Man","Client services","2020 Q3","Junior I","Appropriate for level",61,31300,"3",2020,"Junior"
"318",24529,"Man","Client services","2020 Q2","Junior I","Appropriate for level",60,31300,"2",2020,"Junior"
"319",24529,"Man","Client services","2020 Q1","Junior I","Appropriate for level",60,31300,"1",2020,"Junior"
"320",24529,"Man","Client services","2019 Q4","Junior I","Appropriate for level",60,31300,"4",2019,"Junior"
"321",24529,"Man","Client services","2019 Q3","Junior I","Appropriate for level",58,31300,"3",2019,"Junior"
"322",24529,"Man","Client services","2019 Q2","Junior I","Appropriate for level",58,31300,"2",2019,"Junior"
"323",24529,"Man","Client services","2019 Q1","Junior I","Appropriate for level",59,31300,"1",2019,"Junior"
"324",24529,"Man","Client services","2018 Q4","Entry-level","Appropriate for level",41,27600,"4",2018,"Junior"
"325",24528,"Woman","Client services","2020 Q4","Junior I","Appropriate for level",52,35700,"4",2020,"Junior"
"326",24528,"Woman","Client services","2020 Q3","Junior I","Appropriate for level",51,35700,"3",2020,"Junior"
"327",24528,"Woman","Client services","2020 Q2","Junior I","Appropriate for level",52,35700,"2",2020,"Junior"
"328",24528,"Woman","Client services","2020 Q1","Junior I","Appropriate for level",51,35700,"1",2020,"Junior"
"329",24528,"Woman","Client services","2019 Q4","Junior I","Appropriate for level",51,35700,"4",2019,"Junior"
"330",24528,"Woman","Client services","2019 Q3","Junior I","Appropriate for level",50,35700,"3",2019,"Junior"
"331",24527,"Man","Client services","2020 Q4","Junior I","Appropriate for level",17,33500,"4",2020,"Junior"
"332",24527,"Man","Client services","2020 Q3","Junior I","Appropriate for level",15,33500,"3",2020,"Junior"
"333",24527,"Man","Client services","2020 Q2","Junior I","Appropriate for level",16,33500,"2",2020,"Junior"
"334",24527,"Man","Client services","2020 Q1","Junior I","Appropriate for level",15,33500,"1",2020,"Junior"
"335",24527,"Man","Client services","2019 Q4","Junior I","Appropriate for level",13,33500,"4",2019,"Junior"
"336",24527,"Man","Client services","2019 Q3","Junior I","Appropriate for level",13,33500,"3",2019,"Junior"
"337",24527,"Man","Client services","2019 Q2","Junior I","Appropriate for level",13,33500,"2",2019,"Junior"
"338",24527,"Man","Client services","2019 Q1","Junior I","Appropriate for level",13,33500,"1",2019,"Junior"
"339",24527,"Man","Client services","2018 Q4","Junior I","Appropriate for level",13,33500,"4",2018,"Junior"
"340",24526,"Man","Client services","2020 Q4","Junior I","Appropriate for level",23,34900,"4",2020,"Junior"
"341",24526,"Man","Client services","2020 Q3","Junior I","Appropriate for level",23,34900,"3",2020,"Junior"
"342",24526,"Man","Client services","2020 Q2","Junior I","Appropriate for level",23,34900,"2",2020,"Junior"
"343",24526,"Man","Client services","2020 Q1","Junior I","Appropriate for level",22,34900,"1",2020,"Junior"
"344",24526,"Man","Client services","2019 Q4","Junior I","Appropriate for level",22,34900,"4",2019,"Junior"
"345",24526,"Man","Client services","2019 Q3","Junior I","Appropriate for level",23,34900,"3",2019,"Junior"
"346",24526,"Man","Client services","2019 Q2","Entry-level","Appropriate for level",36,31200,"2",2019,"Junior"
"347",24526,"Man","Client services","2019 Q1","Entry-level","Appropriate for level",17,31200,"1",2019,"Junior"
"348",24526,"Man","Client services","2018 Q4","Entry-level","Appropriate for level",16,31200,"4",2018,"Junior"
"349",24525,"Woman","Client services","2020 Q4","Junior I","Appropriate for level",44,35600,"4",2020,"Junior"
"350",24525,"Woman","Client services","2020 Q3","Junior I","Appropriate for level",43,35600,"3",2020,"Junior"
"351",24525,"Woman","Client services","2020 Q2","Junior I","Appropriate for level",43,35600,"2",2020,"Junior"
"352",24525,"Woman","Client services","2020 Q1","Junior I","Appropriate for level",43,35600,"1",2020,"Junior"
"353",24525,"Woman","Client services","2019 Q4","Junior I","Appropriate for level",42,35600,"4",2019,"Junior"
"354",24525,"Woman","Client services","2019 Q3","Junior I","Appropriate for level",41,35600,"3",2019,"Junior"
"355",24525,"Woman","Client services","2019 Q2","Junior I","Appropriate for level",41,35600,"2",2019,"Junior"
"356",24524,"Woman","Client services","2020 Q4","Junior I","Appropriate for level",58,29300,"4",2020,"Junior"
"357",24524,"Woman","Client services","2020 Q3","Junior I","Appropriate for level",56,29300,"3",2020,"Junior"
"358",24524,"Woman","Client services","2020 Q2","Junior I","Appropriate for level",57,29300,"2",2020,"Junior"
"359",24524,"Woman","Client services","2020 Q1","Junior I","Appropriate for level",56,29300,"1",2020,"Junior"
"360",24524,"Woman","Client services","2019 Q4","Junior I","Appropriate for level",53,29300,"4",2019,"Junior"
"361",24524,"Woman","Client services","2019 Q3","Junior I","Appropriate for level",53,29300,"3",2019,"Junior"
"362",24524,"Woman","Client services","2019 Q2","Junior I","Appropriate for level",55,29300,"2",2019,"Junior"
"363",24524,"Woman","Client services","2019 Q1","Junior I","Appropriate for level",54,29300,"1",2019,"Junior"
"364",24524,"Woman","Client services","2018 Q4","Junior I","Appropriate for level",54,29300,"4",2018,"Junior"
"365",24524,"Woman","Client services","2018 Q3","Junior I","Appropriate for level",52,29300,"3",2018,"Junior"
"366",24524,"Woman","Client services","2018 Q2","Junior I","Appropriate for level",52,29300,"2",2018,"Junior"
"367",24523,"Woman","Client services","2020 Q4","Junior I","Appropriate for level",54,34200,"4",2020,"Junior"
"368",24523,"Woman","Client services","2020 Q3","Junior I","Needs improvement",53,34200,"3",2020,"Junior"
"369",24523,"Woman","Client services","2020 Q2","Junior I","Appropriate for level",54,34200,"2",2020,"Junior"
"370",24523,"Woman","Client services","2020 Q1","Junior I","Appropriate for level",53,34200,"1",2020,"Junior"
"371",24523,"Woman","Client services","2019 Q4","Junior I","Appropriate for level",53,34200,"4",2019,"Junior"
"372",24523,"Woman","Client services","2019 Q3","Junior I","Appropriate for level",53,34200,"3",2019,"Junior"
"373",24522,"Man","Client services","2020 Q4","Junior I","Appropriate for level",37,31500,"4",2020,"Junior"
"374",24522,"Man","Client services","2020 Q3","Junior I","Appropriate for level",37,31500,"3",2020,"Junior"
"375",24522,"Man","Client services","2020 Q2","Junior I","Appropriate for level",36,31500,"2",2020,"Junior"
"376",24522,"Man","Client services","2020 Q1","Junior I","Appropriate for level",37,31500,"1",2020,"Junior"
"377",24522,"Man","Client services","2019 Q4","Junior I","Appropriate for level",36,31500,"4",2019,"Junior"
"378",24522,"Man","Client services","2019 Q3","Junior I","Appropriate for level",36,31500,"3",2019,"Junior"
"379",24522,"Man","Client services","2019 Q2","Junior I","Appropriate for level",36,31500,"2",2019,"Junior"
"380",24522,"Man","Client services","2019 Q1","Junior I","Appropriate for level",35,31500,"1",2019,"Junior"
"381",24522,"Man","Client services","2018 Q4","Junior I","Appropriate for level",35,31500,"4",2018,"Junior"
"382",24522,"Man","Client services","2018 Q3","Junior I","Appropriate for level",35,31500,"3",2018,"Junior"
"383",24522,"Man","Client services","2018 Q2","Junior I","Appropriate for level",33,31500,"2",2018,"Junior"
"384",24521,"Man","Client services","2020 Q4","Junior I","Appropriate for level",46,35100,"4",2020,"Junior"
"385",24521,"Man","Client services","2020 Q3","Junior I","Appropriate for level",46,35100,"3",2020,"Junior"
"386",24521,"Man","Client services","2020 Q2","Junior I","Appropriate for level",46,35100,"2",2020,"Junior"
"387",24521,"Man","Client services","2020 Q1","Entry-level","Appropriate for level",64,31400,"1",2020,"Junior"
"388",24521,"Man","Client services","2019 Q4","Entry-level","Appropriate for level",44,31400,"4",2019,"Junior"
"389",24521,"Man","Client services","2019 Q3","Entry-level","Appropriate for level",43,31400,"3",2019,"Junior"
"390",24521,"Man","Client services","2019 Q2","Entry-level","Appropriate for level",44,31400,"2",2019,"Junior"
"391",24521,"Man","Client services","2019 Q1","Entry-level","Appropriate for level",42,31400,"1",2019,"Junior"
"392",24520,"Man","Client services","2020 Q4","Junior I","Appropriate for level",49,33700,"4",2020,"Junior"
"393",24520,"Man","Client services","2020 Q3","Junior I","Appropriate for level",49,33700,"3",2020,"Junior"
"394",24520,"Man","Client services","2020 Q2","Junior I","Appropriate for level",49,33700,"2",2020,"Junior"
"395",24520,"Man","Client services","2020 Q1","Junior I","Appropriate for level",48,33700,"1",2020,"Junior"
"396",24520,"Man","Client services","2019 Q4","Junior I","Appropriate for level",47,33700,"4",2019,"Junior"
"397",24520,"Man","Client services","2019 Q3","Junior I","Appropriate for level",48,33700,"3",2019,"Junior"
"398",24520,"Man","Client services","2019 Q2","Junior I","Appropriate for level",47,33700,"2",2019,"Junior"
"399",24520,"Man","Client services","2019 Q1","Junior I","Appropriate for level",46,33700,"1",2019,"Junior"
"400",24520,"Man","Client services","2018 Q4","Junior I","Appropriate for level",46,33700,"4",2018,"Junior"
"401",24519,"Woman","Client services","2020 Q4","Junior I","Appropriate for level",48,37300,"4",2020,"Junior"
"402",24519,"Woman","Client services","2020 Q3","Junior I","Appropriate for level",48,37300,"3",2020,"Junior"
"403",24519,"Woman","Client services","2020 Q2","Junior I","Needs improvement",47,37300,"2",2020,"Junior"
"404",24519,"Woman","Client services","2020 Q1","Entry-level","Appropriate for level",72,33500,"1",2020,"Junior"
"405",24519,"Woman","Client services","2019 Q4","Entry-level","Appropriate for level",50,33500,"4",2019,"Junior"
"406",24519,"Woman","Client services","2019 Q3","Entry-level","Appropriate for level",51,33500,"3",2019,"Junior"
